"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 08 18:27:01 GMT 2024","Sat Jun 08 18:27:03 GMT 2024","1837","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","TC-01 Open Base URL"
"passed","Sat Jun 08 18:26:46 GMT 2024","Sat Jun 08 18:26:48 GMT 2024","2514","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:27:04 GMT 2024","Sat Jun 08 18:27:05 GMT 2024","1426","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:27:07 GMT 2024","Sat Jun 08 18:27:09 GMT 2024","1666","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:26:57 GMT 2024","Sat Jun 08 18:26:59 GMT 2024","2166","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:27:05 GMT 2024","Sat Jun 08 18:27:07 GMT 2024","1626","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:27:17 GMT 2024","Sat Jun 08 18:27:17 GMT 2024","940","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","TC-01 Open Base URL"
"passed","Sat Jun 08 18:27:15 GMT 2024","Sat Jun 08 18:27:16 GMT 2024","1575","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:26:54 GMT 2024","Sat Jun 08 18:26:57 GMT 2024","2559","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:26:51 GMT 2024","Sat Jun 08 18:26:54 GMT 2024","2951","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:26:48 GMT 2024","Sat Jun 08 18:26:51 GMT 2024","2466","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:27:09 GMT 2024","Sat Jun 08 18:27:12 GMT 2024","2657","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:27:12 GMT 2024","Sat Jun 08 18:27:14 GMT 2024","2633","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
"passed","Sat Jun 08 18:26:59 GMT 2024","Sat Jun 08 18:27:01 GMT 2024","1822","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","TC-02 Top Menu Navigation"
